Billing Tag,Client,Instance,Backupset,Subclient,Storage_Policy,Copy,FEB Size,FEA Size,Primary AppSize,Protected App Size,Media Size
AWS - Glacier,lqpaxc01vm01,DefaultInstanceName,backup_1,backup jobs,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,lqpaxc01vm01,DefaultInstanceName,backup_1,backup jobs,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.035,0.035,0.013
AWS - Glacier,lqpaxc01vm01,DefaultInstanceName,backup_1,/home/prod_Teste,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,lqpaxc02vm01,DefaultInstanceName,backup_1,FS-lqpaxc02vm01,#STP_DATACENTER_FS_02,1.Primary,0.133,0.0,0.003,0.003,0.002
AWS - Glacier,lqpaxc02vm01,DefaultInstanceName,backup_1,FS-lqpaxc02vm01,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,lqpaxc02vm01,DefaultInstanceName,backup_1,backup jobs,#STP_DATACENTER_FS_01,1.Primary,0.054,0.0,0.035,0.035,0.009
AWS - Glacier,lqpaxc02vm01,DefaultInstanceName,backup_1,backup jobs,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,lqpaxc02vm01,DefaultInstanceName,backup_1,backup jobs,#STP_DATACENTER_FS_02,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,lqpaxc02vm01,DefaultInstanceName,backup_1,backup jobs,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,lqpaxc02vm01,DefaultInstanceName,backup_1,backup product and wallet,#STP_DATACENTER_FS_01,1.Primary,0.524,0.0,0.11,0.11,0.028
AWS - Glacier,lqpaxc02vm01,DefaultInstanceName,backup_1,backup product and wallet,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,lqpaxc02vm01,DefaultInstanceName,backup_1,backup product and wallet,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,lqpaxc03vm01,DefaultInstanceName,backup_1,FS-lqpaxc03vm01,#STP_DATACENTER_FS_02,1.Primary,0.136,0.0,0.003,0.003,0.002
AWS - Glacier,lqpaxc03vm01,DefaultInstanceName,backup_1,FS-lqpaxc03vm01,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,lqpaxc03vm01,DefaultInstanceName,backup_1,backup product and wallet,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,lqpaxc03vm01,DefaultInstanceName,backup_1,backup product and wallet,#_STP_GCP_FS_FILES_NL,Primary,0.381,0.0,0.006,0.006,0.002
DCCM - OnPremisses,lqpaxc03vm01,DefaultInstanceName,backup_1,backup jobs,#STP_DATACENTER_FS_02,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,lqpaxc03vm01,DefaultInstanceName,backup_1,backup jobs,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,lqpaxc03vm01,DefaultInstanceName,backup_1,backup jobs,#_STP_GCP_FS_FILES_NL,Primary,0.053,0.0,0.035,0.035,0.013
DCCM - OnPremisses,lqpaxc04vm01,DefaultInstanceName,backup_1,FS-lqpaxc04vm01,#STP_DATACENTER_FS_01,1.Primary,0.136,0.0,0.003,0.003,0.001
AWS - Glacier,lqpaxc04vm01,DefaultInstanceName,backup_1,FS-lqpaxc04vm01,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,lqpaxc04vm01,DefaultInstanceName,backup_1,backup jobs,#STP_DATACENTER_FS_01,1.Primary,0.053,0.0,0.035,0.035,0.009
AWS - Glacier,lqpaxc04vm01,DefaultInstanceName,backup_1,backup jobs,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,lqpaxc04vm01,DefaultInstanceName,backup_1,backup product and wallet,#STP_DATACENTER_DB_02,1.Primary,0.702,0.0,0.098,0.098,0.038
AWS - Glacier,lqpaxc04vm01,DefaultInstanceName,backup_1,backup product and wallet,#STP_DATACENTER_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,lqpaxc04vm01,DefaultInstanceName,backup_1,backup product and wallet,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBESCP01,JBESCP01,defaultBackupSet,BASE,#STP_DATACENTER_DB_01,1.Primary,14.121,0.0,0.0,0.0,0.0
AWS - Glacier,JBESCP01,JBESCP01,defaultBackupSet,BASE,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,corprachmg,jbpsih01,defaultBackupSet,default,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,corprachmg,jbpsih01,defaultBackupSet,ArchiveLog,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,corprachmg,jbpsih01,defaultBackupSet,ArchiveLog,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,corprachmg,pjorah02,defaultBackupSet,default,_STP_DATACENTER_CLOUD_VAULT,Primary,0.309,0.0,0.0,0.0,0.0
AWS - Glacier,corprachmg,pjorah02,defaultBackupSet,ArchiveLog,_STP_DATACENTER_CLOUD_VAULT,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,corprachmg,jbhareps,defaultBackupSet,CHG0051124 - CTASK0017765,_STP_DATACENTER_CLOUD_VAULT,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,jbhaorasr014.corp.tvglobo.com.br,JBHYPH01,default,default,#STP_DATACENTER_DB_01,1.Primary,0.037,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr014.corp.tvglobo.com.br,JBHYPH01,default,default,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,jbhaorasr014.corp.tvglobo.com.br,JBHYPH01,default,ArchiveLog,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr014.corp.tvglobo.com.br,JBHYPH01,default,JBHYPH01 - CHG0051124 - CTASK0017765,_STP_DATACENTER_CLOUD_VAULT,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr015,JBORAH05,default,BASE,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,jbhaorasr015,JBORAH05,default,BASE,#_STP_GCP_DB_ORACLE_AR,Primary,0.126,0.0,0.0,0.0,0.0
GCP,jbhaorasr015,JBORAH05,default,ArchiveLog,#_STP_GCP_DB_ORACLE_AR,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr015,JBHYPH02,default,default,STP_TVGRJ_DB_ORACLE,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,jbhaorasr015,JBHYPH02,default,default,STP_TVGRJ_DB_ORACLE,1.Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,jbhaorasr015,JBHYPH02,default,ArchiveLog,STP_TVGRJ_DB_ORACLE,1.Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,jbhaorasr015,JBHYPH02,default,ArchiveLog,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr015,JBHYPH03,default,default,STP_TVGRJ_DB_ORACLE,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,jbhaorasr015,JBHYPH03,default,default,STP_TVGRJ_DB_ORACLE,1.Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,jbhaorasr015,JBHYPH03,default,ArchiveLog,STP_TVGRJ_DB_ORACLE,1.Primary,0.017,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr015,JBHYPH03,default,ArchiveLog,_STP_DATACENTER_CLOUD_VAULT,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr015,JBHYPH02,default,JBHYPH02 - CHG0051124 - CTASK0017765,_STP_DATACENTER_CLOUD_VAULT,Primary,0.141,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr015,JBHYPH03,default,JBHYPH03 - CHG0051124 - CTASK0017765,_STP_DATACENTER_CLOUD_VAULT,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,jbhaorasr019.corp.tvglobo.com.br,JBMAXH01,default,default,#STP_DATACENTER_DB_01,1.Primary,0.036,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr019.corp.tvglobo.com.br,JBMAXH01,default,default,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,jbhaorasr020,OBIAPRD,default,BASE,#STP_DATACENTER_DB_02,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr020,OBIAPRD,default,BASE,#STP_DATACENTER_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,jbhaorasr020,OBIAPRD,default,ArchiveLog,#STP_DATACENTER_DB_02,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,jbhaorasr020,OBIAPRD,default,ArchiveLog,#STP_DATACENTER_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,jbcorphml-scan,jbsoah01,defaultBackupSet,BASE,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,jbcorphml-scan,jbsoah01,defaultBackupSet,BASE,#_STP_GCP_DB_ORACLE_AR,Primary,0.633,0.0,0.0,0.0,0.0
AWS - Glacier,jboraa01.corp.tvglobo.com.br,JBORAA02,default,CHG0054005 - CTASK0018976,_STP_DATACENTER_CLOUD_VAULT,Primary,0.081,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAINFCL064,JBPAINFCL056/JBPAINFCL056,defaultBackupSet,JBPAINFCL056\FULL,#STP_DATACENTER_DB_01,1.Primary,1.483,0.0,0.0,0.0,0.0
AWS - Glacier,JBPAINFCL064,JBPAINFCL056/JBPAINFCL056,defaultBackupSet,JBPAINFCL056\FULL,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPAINFCL064,JBPAINFCL056/JBPAINFCL056,defaultBackupSet,JBPAINFCL056\FULL,#_STP_GCP_SQL_DB,Primary,0.0,0.0,1.532,1.532,0.136
DCCM - OnPremisses,JBPAINFCL064,JBPAINFCL056/JBPAINFCL056,defaultBackupSet,JBPAINFCL056\SISCOM,#STP_DATACENTER_DB_01,1.Primary,2.254,0.0,0.0,0.0,0.0
AWS - Glacier,JBPAINFCL064,JBPAINFCL056/JBPAINFCL056,defaultBackupSet,JBPAINFCL056\SISCOM,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPAINFCL064,JBPAINFCL056/JBPAINFCL056,defaultBackupSet,JBPAINFCL056\SISCOM,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.49,0.49,0.044
DCCM - OnPremisses,JBPAINFCL064,JBPAINFCL056/JBPAINFCL056,defaultBackupSet,JBPAINFCL056\STGOP1,#STP_DATACENTER_DB_01,1.Primary,2.527,0.0,0.0,0.0,0.0
AWS - Glacier,JBPAINFCL064,JBPAINFCL056/JBPAINFCL056,defaultBackupSet,JBPAINFCL056\STGOP1,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPAINFCL064,JBPAINFCL056/JBPAINFCL056,defaultBackupSet,JBPAINFCL056\STGOP1,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.142,0.142,0.013
DCCM - OnPremisses,CTRLMDB,CTRLMDB,defaultBackupSet,BASE,#STP_DATACENTER_DB_02,1.Primary,0.0,0.0,0.019,0.019,0.007
AWS - Glacier,CTRLMDB,CTRLMDB,defaultBackupSet,BASE,#STP_DATACENTER_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,CTRLMDB,CTRLMDB,defaultBackupSet,BASE,_STP_DATACENTER_CLOUD_VAULT,Primary,0.082,0.0,0.0,0.0,0.0
GCP,CTRLMDB,CTRLMDB,defaultBackupSet,BASE,#_STP_GCP_DB_ORACLE_NL,Primary,0.0,0.0,0.001,0.001,0.0
DCCM - OnPremisses,CTRLMDB,CTRLMDB,defaultBackupSet,ArchiveLog,#STP_DATACENTER_DB_02,1.Primary,0.0,0.0,0.047,0.047,0.019
AWS - Glacier,CTRLMDB,CTRLMDB,defaultBackupSet,ArchiveLog,#STP_DATACENTER_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,CTRLMDB,CTRLMDB,defaultBackupSet,BASE_MENSAL,#_STP_GCP_DB_ORACLE_AR,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PBWSRV0000529,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD008,#STP_DATACENTER_VM_01,Primary,0.025,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PBWSRV0000527,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD008,#STP_DATACENTER_VM_01,Primary,0.025,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PBWSRV0000528,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD002,#STP_DATACENTER_VM_01,Primary,0.025,0.0,0.0,0.0,0.0
AWS - Glacier,jb-aix-ora-h01,JBORAH01,default,BASE_JBORAH01,_STP_DATACENTER_CLOUD_VAULT,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PMWAPP0000012,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.033,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PBWSRV0000457,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.056,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12WAP01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.015,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXAPP04,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.009,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PFXAPP0000219,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.007,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12CAROOT01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.044,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K8TESTE01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.23,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K8NTEC02,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.081,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXZBWS01_REMOVER_RDM,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.019,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PFXSRV0000071,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.006,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXTRUSTP01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.057,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K8VMREP01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.171,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXWSH01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.003,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXDCAA01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.045,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12ADFS01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.039,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXAPP01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.019,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXXBD01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.016,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXMAMDMZ01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.007,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12RDS01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.033,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PFXSRV0000276,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.005,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXAPP03,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.004,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12MGMHP02,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.085,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXCTXNSI01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.015,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXMYS02_REMOVER_APOS_RDM,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.005,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXZIXIFEEDER02,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.002,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12ADFS02,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.029,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K8NBI01_DESATIVADA,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.059,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJLNXASPES01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.012,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K12SAPFTP01,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.045,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PBAAPP0000409_old,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.106,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RJ2K3ITV02,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD006,#STP_DATACENTER_VM_01,Primary,0.027,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPATLCSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.063,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJPAEMCSR001,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.029,0.029,0.004
DCCM - OnPremisses,PJPAEMCSR001,VMware,defaultBackupSet,pjpaesxsr004.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.01,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAWTSSR007,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.07,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAWTSSR004,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.05,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAWTSSR006,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.043,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAWTSSR005,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.032,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAWTSSR009,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.036,0.0,0.0,0.0,0.0
AWS - Glacier,jbhainfsr010,DefaultInstanceName,defaultBackupSet,FS-JBHAINFSR010,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,jbhainfsr010,DefaultInstanceName,defaultBackupSet,FS-JBHAINFSR010,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,JBHAINFCL013,JBHAINFCL013(Analysis Services),defaultBackupSet,AS-JBHAINFCL013,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBHAINFCL013,JBHAINFCL013(Analysis Services),defaultBackupSet,AS-JBHAINFCL013,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,srvspstmem1or01,spmamhml,default,BASE,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,srvspstmem1or01,spmamhml,default,BASE,#_STP_GCP_DB_ORACLE_AR,Primary,0.006,0.0,0.0,0.0,0.0
GCP,srvspstmem1or01,spmamhml,default,ArchiveLog,#_STP_GCP_DB_ORACLE_AR,Primary,0.0,0.0,0.001,0.001,0.0
AWS - Glacier,srvspstmem1or01,spmamhml,default,BASE_MENSAL,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,srvspstmem1or01,spmamhml,default,BASE_MENSAL,#_STP_GCP_DB_ORACLE_AR,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAFTPSR005,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.003,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPACOGSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.073,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CTXAPPCP03,Nutanix AHV,VIRTUAL MACHINE,NUTANIX_AHV,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CTXAPPCP04,Nutanix AHV,VIRTUAL MACHINE,NUTANIX_AHV,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,GCOM-DB,DefaultInstanceName,defaultBackupSet,default,STP_GCOM_FS_DB_02,2.AWS,0.002,0.0,0.0,0.0,0.0
AWS - Glacier,GCOM-DB,DefaultInstanceName,defaultBackupSet,GCOM_PX_DB_QA_DEV,STP_GCOM_FS_DB_02,2.AWS,0.286,0.0,0.0,0.0,0.0
AWS - Glacier,GCOM-DB,DefaultInstanceName,defaultBackupSet,GCOM_PX_DB_ARANGODB,STP_GCOM_FS_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,GCOM-DB,DefaultInstanceName,defaultBackupSet,GCOM_PX_DB_VIRTUOSO,STP_GCOM_FS_DB_02,2.AWS,0.225,0.0,0.0,0.0,0.0
DCCM - OnPremisses,BHPAZABSR003,VMware,defaultBackupSet,BH-REGIONAIS,STP_TVGBH_VM,1.Primary,0.009,0.0,0.0,0.0,0.0
DCCM - OnPremisses,BHPAZABSR002,VMware,defaultBackupSet,BH-REGIONAIS,STP_TVGBH_VM,1.Primary,0.008,0.0,0.0,0.0,0.0
DCCM - OnPremisses,BHPAMAMSR001_Hold,VMware,defaultBackupSet,BH-REGIONAIS,STP_TVGBH_VM,1.Primary,0.021,0.0,0.0,0.0,0.0
DCCM - OnPremisses,BHPAZABSR001,VMware,defaultBackupSet,BH-REGIONAIS,STP_TVGBH_VM,1.Primary,0.009,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAMAMSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.074,0.0,0.0,0.0,0.0
DCCM - OnPremisses,SPPAMAMSR001,VMware,defaultBackupSet,SP-Berrini,#STP_DATACENTER_VM_01,Primary,0.027,0.0,0.0,0.0,0.0
DCCM - OnPremisses,EGPAMAMSR001,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.038,0.038,0.005
DCCM - OnPremisses,EGPAMAMSR001,VMware,defaultBackupSet,pjpaesxsr004.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.034,0.0,0.0,0.0,0.0
DCCM - OnPremisses,BHPASHGSR001,VMware,defaultBackupSet,BH-REGIONAIS,STP_TVGBH_VM,1.Primary,0.024,0.0,0.006,0.006,0.001
DCCM - OnPremisses,JBPAMARSR007,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.075,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAMARSR004,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.079,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPASQLSR004,VMware,defaultBackupSet,Cluster_HC380,#STP_DATACENTER_VM_01,Primary,0.142,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPASQLSR004,DefaultInstanceName,defaultBackupSet,FS-LQPASQLSR004,#STP_DATACENTER_FS_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,LQPASQLSR004,DefaultInstanceName,defaultBackupSet,FS-LQPASQLSR004,#STP_DATACENTER_FS_01,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,LQPASQLSR004,DefaultInstanceName,defaultBackupSet,FS-LQPASQLSR004,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPASQLSR004,LQPASQLSR004,defaultBackupSet,LQPASQLSR004/FULL,#STP_DATACENTER_DB_01,1.Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,LQPASQLSR004,LQPASQLSR004,defaultBackupSet,LQPASQLSR004/FULL,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,LQPASQLSR004,LQPASQLSR004,defaultBackupSet,LQPASQLSR004/FULL,#_STP_GCP_SQL_DB,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,LQPASQLSR004,LQPASQLSR004,defaultBackupSet,LQPASQLSR004/SIMPLE,#STP_DATACENTER_DB_01,2.AWS,0.0,0.0,0.0,0.0,0.0
