Billing Tag,Client,Instance,Backupset,Subclient,Storage_Policy,Copy,FEB Size,FEA Size,Primary AppSize,Protected App Size,Media Size
DCCM - OnPremisses,EGPAMOMSR010,VMware,defaultBackupSet,pjpaesxsr003.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.053,0.0,0.0,0.0,0.0
AWS - Glacier,EGHAPTSSR002,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,PJ-2K8-SQL-P1B,DefaultInstanceName,defaultBackupSet,Discos Internos,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,PJ-2K8-SQL-P1B,DefaultInstanceName,defaultBackupSet,Discos Internos,#_STP_GCP_FS_FILES_NL,Primary,0.042,0.0,0.0,0.0,0.0
AWS - Glacier,EGHAPTSSR001,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJPAIQSR001,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJPAIQSR001,VMware,defaultBackupSet,pjpaesxsr003.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.004,0.0,0.0,0.0,0.0
DCCM - OnPremisses,EGPAZAXSR003,VMware,defaultBackupSet,pjpaesxsr003.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.018,0.0,0.0,0.0,0.0
DCCM - OnPremisses,EGPAZAXSR003,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.018,0.018,0.003
DCCM - OnPremisses,PJPRIMEP01,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.192,0.192,0.026
DCCM - OnPremisses,PJPRIMEP01,VMware,defaultBackupSet,pjpaesxsr002.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.192,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJJBCIMSR001,VMware,defaultBackupSet,pjpaesxsr003.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.008,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJJBCIMSR001,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJPAFSCSR003,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.047,0.0,0.022,0.022,0.003
AWS - Glacier,PJPAFSCSR003,DefaultInstanceName,defaultBackupSet,PJPAFSCSR003,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,PJPAFSCSR003,DefaultInstanceName,defaultBackupSet,PJPAFSCSR003,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,10.187,10.187,3.647
DCCM - OnPremisses,PJPACWWSR001,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.032,0.0,0.007,0.007,0.001
DCCM - OnPremisses,EGPAFLKSR001,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.011,0.0,0.0,0.0,0.0
DCCM - OnPremisses,EGPAZAXSR002,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.02,0.0,0.021,0.021,0.003
DCCM - OnPremisses,PJPAADSSR001 - Sem Rede - CHG0086722,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.02,0.02,0.003
DCCM - OnPremisses,PJPAADSSR001 - Sem Rede - CHG0086722,VMware,defaultBackupSet,pjpaesxsr001.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.064,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJLMSP01,VMware,defaultBackupSet,pjpaesxsr005.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.181,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJLMSP01,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.001,0.001,0.0
DCCM - OnPremisses,PJTAMFGSR001,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.035,0.035,0.005
DCCM - OnPremisses,PJTAMFGSR001,VMware,defaultBackupSet,pjpaesxsr004.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.035,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJPAMOSSR001,VMware,defaultBackupSet,pjpaesxsr003.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.012,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJPAMOSSR001,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.018,0.018,0.002
DCCM - OnPremisses,PJPAZABSR001,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.028,0.028,0.004
DCCM - OnPremisses,PJPAZABSR001,VMware,defaultBackupSet,pjpaesxsr003.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.008,0.0,0.0,0.0,0.0
DCCM - OnPremisses,EGPAPRNSR010,VMware,defaultBackupSet,pjpaesxsr002.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.098,0.0,0.0,0.0,0.0
DCCM - OnPremisses,EGPAPRNSR010,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.013,0.013,0.002
DCCM - OnPremisses,PJNCSP01,VMware,ESTUDIOS GLOBO,CORP,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.175,0.175,0.024
DCCM - OnPremisses,PJNCSP01,VMware,defaultBackupSet,pjpaesxsr003.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.143,0.0,0.0,0.0,0.0
DCCM - OnPremisses,PJPAMOSSR002,VMware,defaultBackupSet,pjpaesxsr004.corp.tvglobo.com.br,#STP_DATACENTER_VM_01,Primary,0.012,0.0,0.0,0.0,0.0
AWS - Glacier,exabrdc1-000,ex1prod2,defaultBackupSet,ArchiveLog,_STP_DATACENTER_CLOUD_VAULT,Primary,0.001,0.0,0.0,0.0,0.0
GCP,exabrdc1-000,jborap5x,defaultBackupSet,BASE_MENSAL,#_STP_GCP_DB_ORACLE_AR,Primary,0.002,0.0,0.002,0.002,0.001
Azure - PROD,CLPABKPSR005,Azure Resource Manager,defaultBackupSet,PRODUCAO-PROD,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.842,0.0,0.0,0.0,0.0
Azure - PROD,CLPACNFSR001,Azure Resource Manager,defaultBackupSet,PRODUCAO-PROD,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.019,0.0,0.0,0.0,0.0
AWS - Glacier,CLPAOBISR059,DefaultInstanceName,defaultBackupSet,FS-CLPAOBISR059,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,CLPAOBISR059,DefaultInstanceName,defaultBackupSet,FS-CLPAOBISR059,#_STP_GCP_FS_FILES_NL,Primary,0.85,0.0,0.594,0.594,0.213
Azure - PROD,clpaorasr006,JBFPWP01,default,BASE,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.0,0.0,0.068,0.068,0.003
Azure - PROD,clpaorasr006,JBFPWP01,default,BASE,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
Azure - PROD,clpaorasr006,JBFPWP01,default,ArchiveLog,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.0,0.0,0.145,0.145,0.007
Azure - PROD,clpaorasr006,JBFPWP01,default,ArchiveLog,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
Azure - PROD,clpaorasr006,JBFPWP01,default,ArchiveLog,STP_AZU_PRD_CLPABKPSR005_COLD,Primary,0.0,0.0,0.0,0.0,0.0
Azure - PROD,clpaorasr006,JBFPWP01,default,BASE_MENSAL,STP_AZU_PRD_CLPABKPSR005_COLD,Primary,0.0,0.0,0.0,0.0,0.0
Azure - PROD,clpaorasr006,Azure Resource Manager,defaultBackupSet,PRODUCAO-CLPAORASR006,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.017,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLHACHOSR008,DefaultInstanceName,defaultBackupSet,FS-CLHACHOSR008,STP_AZU_HLM_CLPABKPSR006_GERAL,Primary,0.145,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLSAWTSSR008,DefaultInstanceName,defaultBackupSet,FS-CLSAWTSSR008,STP_AZU_HLM_CLPABKPSR006_GERAL,Primary,0.159,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLHAOBISR059,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.019,0.0,0.02,0.02,0.002
Azure - DEV/QA,JBHAPBISR001,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.041,0.0,0.043,0.043,0.004
Azure - DEV/QA,cltaorasr010,JBFINC01,default,BASE,STP_AZU_DEV_CLPABKPSR004_GERAL,Primary,0.061,0.0,0.0,0.0,0.0
Azure - DEV/QA,cltaorasr010,JBFINC01,default,ArchiveLog,STP_AZU_DEV_CLPABKPSR004_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
Azure - PROD,clpaorasr010,CLFINP01,default,BASE,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.0,0.0,0.001,0.001,0.0
Azure - PROD,clpaorasr010,CLFINP01,default,BASE,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
Azure - PROD,clpaorasr010,CLFINP01,default,ArchiveLog,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.0,0.0,0.001,0.001,0.0
Azure - PROD,clpaorasr010,CLFINP01,default,BASE_MENSAL,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.078,0.0,0.0,0.0,0.0
Azure - PROD,clpaorasr010,CLFINP01,default,BASE_MENSAL,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,jbhascmsr024,DefaultInstanceName,defaultBackupSet,fs-jbhascmsr024,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,jbhascmsr024,DefaultInstanceName,defaultBackupSet,fs-jbhascmsr024,#_STP_GCP_FS_FILES_NL,Primary,0.154,0.0,0.0,0.0,0.0
AWS - Glacier,jbhascmsr023,DefaultInstanceName,defaultBackupSet,fs-jbhascmsr023,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,jbhascmsr023,DefaultInstanceName,defaultBackupSet,fs-jbhascmsr023,#_STP_GCP_FS_FILES_NL,Primary,0.151,0.0,0.0,0.0,0.0
AWS - Glacier,jbhascmsr022,DefaultInstanceName,defaultBackupSet,fs-jbhascmsr022,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,jbhascmsr022,DefaultInstanceName,defaultBackupSet,fs-jbhascmsr022,#_STP_GCP_FS_FILES_NL,Primary,0.171,0.0,0.002,0.002,0.001
Azure - DEV/QA,clhaorasr010,CLFINH01,default,BASE,STP_AZU_DEV_CLPABKPSR004_GERAL,Primary,0.045,0.0,0.0,0.0,0.0
Azure - DEV/QA,clhaorasr010,CLFINH01,default,ArchiveLog,STP_AZU_DEV_CLPABKPSR004_GERAL,Primary,0.0,0.0,0.0,0.0,0.0
Azure - PROD,JBPAFPWSR001,Azure Resource Manager,defaultBackupSet,PRODUCAO-PROD,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.107,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAWTSSR028,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.05,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLTAOBISR059,Azure Resource Manager,defaultBackupSet,ACEITACAO-DEV,STP_AZU_DEV_CLPABKPSR004_VM,Primary,0.023,0.0,0.0,0.0,0.0
DCCM - OnPremisses,VDI-W10-CORP001,Nutanix AHV,VIRTUAL MACHINE,NUTANIX_AHV,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,VDI-W10-CORP002,Nutanix AHV,VIRTUAL MACHINE,NUTANIX_AHV,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,VDI-W10-CORP003,Nutanix AHV,VIRTUAL MACHINE,NUTANIX_AHV,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,VDI-W10-CORP004,Nutanix AHV,VIRTUAL MACHINE,NUTANIX_AHV,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLHACHOSR006,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.108,0.0,0.115,0.115,0.01
Azure - DEV/QA,CLHACHOSR007,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.106,0.0,0.112,0.112,0.01
Azure - DEV/QA,CLHACHOSR009,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.121,0.0,0.128,0.128,0.011
Azure - DEV/QA,CLSAWTSSR006,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.101,0.0,0.108,0.108,0.009
Azure - DEV/QA,CLSAWTSSR007,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.104,0.0,0.11,0.11,0.01
Azure - DEV/QA,CLSAWTSSR009,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.136,0.0,0.144,0.144,0.013
DCCM - OnPremisses,SRVEGPAINIQ01,VMware,defaultBackupSet,vm-menor100GB_MAMEnt-CTRL-CLUSTER,#STP_DATACENTER_VM_01,Primary,0.005,0.0,0.001,0.001,0.0
DCCM - OnPremisses,BHPAAPPSR002,VMware,defaultBackupSet,BH-REGIONAIS,STP_TVGBH_VM,1.Primary,0.026,0.0,0.008,0.008,0.001
DCCM - OnPremisses,JBPAPBGSR003,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.064,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPACYRSR045,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.004,0.0,0.0,0.0,0.0
Azure - DEV/QA,CLHADSVSR002,Azure Resource Manager,defaultBackupSet,HOMOLOGACAO-QA,STP_AZU_HLM_CLPABKPSR006_VM,Primary,0.05,0.0,0.053,0.053,0.005
Azure - PROD,CLPARDSSR011,Azure Resource Manager,defaultBackupSet,PRODUCAO-PROD,STP_AZU_PRD_CLPABKPSR005_VM,Primary,0.034,0.0,0.0,0.0,0.0
DCCM - OnPremisses,SPPAWSISR002,VMware,defaultBackupSet,SP-Berrini,#STP_DATACENTER_VM_01,Primary,0.032,0.0,0.0,0.0,0.0
DCCM - OnPremisses,SPPAWSISR001,VMware,defaultBackupSet,SP-Berrini,#STP_DATACENTER_VM_01,Primary,0.029,0.0,0.0,0.0,0.0
DCCM - OnPremisses,SQL-CONFIGMGR,SQL-CONFIGMGR,defaultBackupSet,SQL-CONFIGMGR/FULL,#STP_DATACENTER_DB_02,1.Primary,0.19,0.0,0.391,0.391,0.153
AWS - Glacier,SQL-CONFIGMGR,SQL-CONFIGMGR,defaultBackupSet,SQL-CONFIGMGR/FULL,#STP_DATACENTER_DB_02,2.AWS,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAINWSR011,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.054,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAINWSR010,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.041,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAINWSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.029,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPACARSR003,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.027,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAINWSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.036,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAINWSR009,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.026,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAINWSR004,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.035,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPAINWSR003,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.034,0.0,0.0,0.0,0.0
DCCM - OnPremisses,IOSAJBOSR001,VMware,defaultBackupSet,GSATRJ_VM_DT_HLM,#STP_DATACENTER_VM_01,Primary,0.023,0.0,0.0,0.0,0.0
DCCM - OnPremisses,IOPADAISR001,VMware,defaultBackupSet,GSATRJ_VM_DT_PROD001,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.029,0.029,0.004
DCCM - OnPremisses,cmhaexdsr001,VMware,defaultBackupSet,ACEITACAO,#STP_DATACENTER_VM_01,Primary,0.005,0.0,0.0,0.0,0.0
DCCM - OnPremisses,SRVSPPAMEM3II01,VMware,defaultBackupSet,MAMEsp,#STP_DATACENTER_VM_01,Primary,0.064,0.0,0.068,0.068,0.009
DCCM - OnPremisses,SPPACEDSR001,VMware,defaultBackupSet,SP-Berrini,#STP_DATACENTER_VM_01,Primary,0.031,0.0,0.0,0.0,0.0
DCCM - OnPremisses,SPPAVIRSR001,VMware,defaultBackupSet,SP-Berrini,#STP_DATACENTER_VM_01,Primary,0.031,0.0,0.0,0.0,0.0
DCCM - OnPremisses,BHPACEDSR001,VMware,defaultBackupSet,BH-REGIONAIS,STP_TVGBH_VM,1.Primary,0.025,0.0,0.007,0.007,0.001
DCCM - OnPremisses,BHPACEDSR002,VMware,defaultBackupSet,BH-REGIONAIS,STP_TVGBH_VM,1.Primary,0.025,0.0,0.008,0.008,0.001
DCCM - OnPremisses,DFPAVIRSR001,VMware,defaultBackupSet,DF-REGIONAIS,STP_TVGDF_VM,1.Primary,0.031,0.0,0.007,0.007,0.001
DCCM - OnPremisses,PEPAVIRSR001,VMware,defaultBackupSet,PE-REGIONAIS,#STP_DATACENTER_VM_01,Primary,0.0,0.0,0.049,0.049,0.007
DCCM - OnPremisses,DFPAINFSR001,VMware,defaultBackupSet,DF-REGIONAIS,STP_TVGDF_VM,1.Primary,0.027,0.0,0.009,0.009,0.002
DCCM - OnPremisses,LQPAVIRSR005,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.112,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPACEDSR004,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.114,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPACEDSR003,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.088,0.0,0.0,0.0,0.0
DCCM - OnPremisses,CMPACEDSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.084,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAVCPSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.039,0.0,0.0,0.0,0.0
AWS - Glacier,LQPASSOSR2,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,LQPASSOSR2,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPASSOSR2,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.015,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAZABSR011,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.007,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPATRASR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.016,0.0,0.0,0.0,0.0
AWS - Glacier,JBPATRASR001,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPATRASR001,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAJURSR003,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.084,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASUSSR002,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.237,0.0,0.0,0.0,0.0
AWS - Glacier,LQPAATASR001,DefaultInstanceName,defaultBackupSet,FS-LQPAATASR001,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,LQPAATASR001,DefaultInstanceName,defaultBackupSet,FS-LQPAATASR001,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,JBPAMOCSR001,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPAMOCSR001,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,JBPMSEGSR002,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPMSEGSR002,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.389,0.0,0.051,0.051,0.018
DCCM - OnPremisses,JBPALISSR003,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.043,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAFTPSR003.del,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.022,0.0,0.0,0.0,0.0
Azure - PROD,JBPAAUDSR001,DefaultInstanceName,defaultBackupSet,FS-JBPAAUDSR001,STP_AZU_PRD_CLPABKPSR005_GERAL,Primary,0.088,0.0,0.0,0.0,0.0
Azure - PROD,JBPAAUDSR001,DefaultInstanceName,defaultBackupSet,FS-JBPAAUDSR001,STP_AZU_PRD_CLPABKPSR005_GERAL,Retention-1yr,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPACEDSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.05,0.0,0.0,0.0,0.0
AWS - Glacier,JBPATFSSR006,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPATFSSR006,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.405,0.0,0.015,0.015,0.005
DCCM - OnPremisses,JBPATELSR003,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.062,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASEGSR009,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.039,0.0,0.0,0.0,0.0
AWS - Glacier,JBPASEGSR009,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
GCP,JBPASEGSR009,DefaultInstanceName,defaultBackupSet,default,#_STP_GCP_FS_FILES_NL,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPACMESR002,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.025,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPACMESR001,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.059,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAOPMSR003,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.041,0.0,0.0,0.0,0.0
DCCM - OnPremisses,RIOBKP-B,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.027,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPBFTSSR003,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,1.Primary,6.478,0.0,0.0,0.0,0.0
AWS - Glacier,JBPBFTSSR003,DefaultInstanceName,defaultBackupSet,default,#STP_DATACENTER_FS_02,2.AWS,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,JBPBFTSSR003,JBPBFTSSR003\FOTOWARE,defaultBackupSet,JBPBFTSSR003/FULL,_STP_DATACENTER_CLOUD_VAULT,Primary,0.0,0.0,0.0,0.0,0.0
AWS - Glacier,JBPBFTSSR003,JBPBFTSSR003\FOTOWARE,defaultBackupSet,JBPBFTSSR003/SIMPLE,_STP_DATACENTER_CLOUD_VAULT,Primary,0.0,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPASVCSR007,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.04,0.0,0.0,0.0,0.0
DCCM - OnPremisses,BHBKP-A,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.028,0.0,0.0,0.0,0.0
DCCM - OnPremisses,LQPAWTSSR005,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.098,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAMEPSR003,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.051,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPAOAPSR4,VMware,defaultBackupSet,Cluster_PRODCL,#STP_DATACENTER_VM_01,Primary,0.031,0.0,0.0,0.0,0.0
DCCM - OnPremisses,JBPANTRSR001,VMware,defaultBackupSet,Cluster_PRDJB_CSPROD,#STP_DATACENTER_VM_01,Primary,0.042,0.0,0.0,0.0,0.0
